HS부호,HS6단위,품목 대분류,품목상세
4412334010,4412.33,합판,합판 : 두께가 6밀리미터 이상 8밀리미터 미만인 것
4412334020,4412.33,합판,합판 : 두께가 8밀리미터 이상 10밀리미터 미만인 것
4412335000,4412.33,합판,합판 : 두께가 10밀리미터 이상 12밀리미터 미만인 것
4412336000,4412.33,합판,합판 : 두께가 12밀리미터 이상 15밀리미터 미만인 것
4412337000,4412.33,합판,합판 : 두께가 15밀리미터 이상인 것
4412341000,4412.34,합판,합판 : 두께가 3.2밀리미터 미만인 것
4412342000,4412.34,합판,합판 : 두께가 3.2밀리미터 이상 4밀리미터 미만인 것
4412343000,4412.34,합판,합판 : 두께가 4밀리미터 이상 6밀리미터 미만인 것
4412344000,4412.34,, : 두께가 6밀리미터 이상 10밀리미터 미만인 것
4412344010,4412.34,합판,합판 : 두께가 6밀리미터 이상 8밀리미터 미만인 것
4412344020,4412.34,합판,합판 : 두께가 8밀리미터 이상 10밀리미터 미만인 것
4412345000,4412.34,합판,합판 : 두께가 10밀리미터 이상 12밀리미터 미만인 것
4412346000,4412.34,합판,합판 : 두께가 12밀리미터 이상 15밀리미터 미만인 것
4412347000,4412.34,합판,합판 : 두께가 15밀리미터 이상인 것
4412391000,4412.39,합판,합판 : 두께가 6밀리미터 미만인 것
4412399000,4412.39,합판,합판 : 기타
4412411000,4412.41,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412419000,4412.41,합판,합판 : 기타
4412421000,4412.42,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412429000,4412.42,합판,합판 : 기타
4412491000,4412.49,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412499000,4412.49,합판,합판 : 기타
4412510000,4412.51,합판,합판 : 적어도 한쪽 외면의 플라이(ply)가 열대산 목재인 것
4412520000,4412.52,합판,합판 : 기타[적어도 한쪽 외면의 플라이(ply)가 활엽수 목재인 것으로 한정한다]
4412590000,4412.59,합판,합판 : 기타[양쪽 외면의 플라이(ply)가 침엽수 목재인 것으로 한정한다]
4412911000,4412.91,합판,합판 : 합판
4412919000,4412.91,, : 기타
4412919100,4412.91,, : 마루판
4412919110,4412.91,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412919190,4412.91,합판,합판 : 기타
4412919900,4412.91,, : 기타
4412919910,4412.91,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412919990,4412.91,합판,합판 : 기타
4412921000,4412.92,합판,합판 : 합판
4412929000,4412.92,, : 기타
4412929100,4412.92,, : 마루판
4412929110,4412.92,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412929190,4412.92,합판,합판 : 기타
4412929900,4412.92,, : 기타
4412929910,4412.92,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412929990,4412.92,합판,합판 : 기타
4412991000,4412.99,합판,합판 : 합판
4412999000,4412.99,, : 기타
4412999100,4412.99,, : 마루판
4412999110,4412.99,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412999190,4412.99,합판,합판 : 기타
4412999900,4412.99,, : 그 밖의 적층 목재
4412999910,4412.99,합판,합판 : 각 플라이가 6밀리미터 이하인 시트(sheet)만으로 구성된 것으로서 전체 두께가 6밀리미터 이상인 것
4412999990,4412.99,합판,합판 : 기타
4413000000,4413.00,기타 목재,기타 목재 : 고밀도화 목재[블록 모양ㆍ플레이트(plate) 모양ㆍ스트립(strip) 모양ㆍ프로파일(profile) 모양인 것으로 한정한다]
4414100000,4414.10,목제 생활용품,목제 생활용품 : 열대산 목재로 만든 것
4414900000,4414.90,목제 생활용품,목제 생활용품 : 기타
4415100000,4415.10,기타 목재,"기타 목재 : 케이스ㆍ상자ㆍ크레이트(crate)ㆍ드럼과 이와 유사한 포장용기, 케이블드럼"
4415200000,4415.20,기타 목재,"기타 목재 : 팰릿(pallet)ㆍ박스팰릿(box pallet)ㆍ그 밖의 깔판류, 목재로 만든 팰릿칼러(pallet collar)"
4416000000,4416.00,기타 목재,기타 목재 : 목재로 만든 통ㆍ배럴(barrel)ㆍ배트(vat)ㆍ텁(tub)ㆍ그 밖의 용기와 이들의 부분품(통재와 준재를 포함한다)
4417000000,4417.00,기타 목재,기타 목재 : 목재로 만든 공구ㆍ공구의 몸체ㆍ공구의 손잡이ㆍ비나 브러시의 몸체와 손잡이ㆍ목재로 만든 신발의 골
4418110000,4418.11,건축용 목제품,건축용 목제품 : 열대산 목재로 만든 것
4418190000,4418.19,건축용 목제품,건축용 목제품 : 기타
4418210000,4418.21,건축용 목제품,건축용 목제품 : 열대산 목재로 만든 것
4418290000,4418.29,건축용 목제품,건축용 목제품 : 기타
4418300000,4418.30,건축용 목제품,건축용 목제품 : 기둥과 들보(소호 제4418.81호부터 제4418.89호까지의 물품을 제외한다)
4418400000,4418.40,건축용 목제품,건축용 목제품 : 콘크리트 구조물 작업용 거푸집널
4418500000,4418.50,건축용 목제품,건축용 목제품 : 지붕을 이는 판자
4418731000,4418.73,건축용 목제품,건축용 목제품 : 파케이패널(parquet panel)
4418739000,4418.73,건축용 목제품,건축용 목제품 : 기타
4418741000,4418.74,건축용 목제품,건축용 목제품 : 파케이패널(parquet panel)
4418749000,4418.74,건축용 목제품,건축용 목제품 : 기타
4418751000,4418.75,건축용 목제품,건축용 목제품 : 파케이패널(parquet panel)
4418759000,4418.75,건축용 목제품,건축용 목제품 : 기타
4418791000,4418.79,건축용 목제품,건축용 목제품 : 파케이패널(parquet panel)
4418799000,4418.79,건축용 목제품,건축용 목제품 : 기타
4418810000,4418.81,건축용 목제품,건축용 목제품 : 집성재[글루램(glulam)]
4418820000,4418.82,건축용 목제품,건축용 목제품 : 직교집성판[씨엘티(CLT)나 엑스-램(X-lam)]
4418830000,4418.83,건축용 목제품,건축용 목제품 : 아이빔(I beam)
4418890000,4418.89,건축용 목제품,건축용 목제품 : 기타
4418910000,4418.91,건축용 목제품,건축용 목제품 : 대나무로 만든 것
4418920000,4418.92,건축용 목제품,건축용 목제품 : 셀룰러우드패널
4418992000,4418.99,건축용 목제품,건축용 목제품 : 집성판
4418999000,4418.99,건축용 목제품,건축용 목제품 : 기타
4419110000,4419.11,목제 생활용품,"목제 생활용품 : 빵도마, 도마 및 이와 유사한 판"
4419120000,4419.12,목제 생활용품,목제 생활용품 : 젓가락
4419190000,4419.19,목제 생활용품,목제 생활용품 : 기타
4419201000,4419.20,목제 생활용품,"목제 생활용품 : 빵도마, 도마 및 이와 유사한 판"
4419202000,4419.20,목제 생활용품,목제 생활용품 : 대접(공기)
4419203000,4419.20,목제 생활용품,목제 생활용품 : 젓가락
4419209000,4419.20,목제 생활용품,목제 생활용품 : 기타
4419901000,4419.90,목제 생활용품,"목제 생활용품 : 빵도마, 도마 및 이와 유사한 판"
4419902000,4419.90,목제 생활용품,목제 생활용품 : 대접(공기)
4419903000,4419.90,목제 생활용품,목제 생활용품 : 젓가락
4419909000,4419.90,목제 생활용품,목제 생활용품 : 기타
4420110000,4420.11,목제 생활용품,목제 생활용품 : 열대산 목재로 만든 것
4420190000,4420.19,목제 생활용품,목제 생활용품 : 기타
4420902000,4420.90,목제 생활용품,목제 생활용품 : 칠기제품(나전칠기 제품을 포함한다)
4420909000,4420.90,, : 기타
4420909010,4420.90,목제 생활용품,목제 생활용품 : 담배용 상자와 신변장식용품용 상자
4420909020,4420.90,목제 생활용품,목제 생활용품 : 제94류에 해당하지 않는 그 밖의 가구
4420909090,4420.90,목제 생활용품,목제 생활용품 : 기타
4421100000,4421.10,목제 생활용품,목제 생활용품 : 옷걸이
4421200000,4421.20,기타 목재,기타 목재 : 관(棺)
4421913000,4421.91,목제 생활용품,목제 생활용품 : 이쑤시개
4421915000,4421.91,목제 생활용품,목제 생활용품 : 부채ㆍ핸드스크린(기계식이 아닌 것으로 한정한다)ㆍ이들의 살과 자루(살ㆍ자루의 부분품을 포함한다)
4421919000,4421.91,기타 목재,기타 목재 : 기타
4421991000,4421.99,기타 목재,기타 목재 : 스풀ㆍ콥ㆍ보빈ㆍ재봉사 릴과 이와 유사한 것(선반가공한 목재의 것으로 한정한다)
4421993000,4421.99,목제 생활용품,목제 생활용품 : 이쑤시개
4421994000,4421.99,기타 목재,기타 목재 : 포장용의 목재블록
4421995000,4421.99,목제 생활용품,목제 생활용품 : 부채ㆍ핸드스크린(기계식이 아닌 것으로 한정한다)ㆍ이들의 살과 자루(살ㆍ자루의 부분품을 포함한다)
4421999000,4421.99,기타 목재,기타 목재 : 기타
4501100000,4501.10,기타 원자재,기타 원자재 : 천연 코르크(cork)(가공하지 않은 것이나 단순히 가공한 것으로 한정한다)
4501900000,4501.90,기타 원자재,기타 원자재 : 기타
4502000000,4502.00,기타 원자재,"기타 원자재 : 천연 코르크(cork)[외피를 제거한 것, 거칠게 각을 만든 것, 직사각형(정사각형을 포함한다)의 블록 모양ㆍ판 모양ㆍ시트(sheet) 모양ㆍ스트립(strip) 모양인 것으로 한정하고, 각이 예리한 마개용 블랭크(blank)를 포함한다]"
4503100000,4503.10,목제 생활용품,목제 생활용품 : 마개
4503900000,4503.90,기타 원자재,기타 원자재 : 기타
4504100000,4504.10,기타 원자재,기타 원자재 : 블록ㆍ판ㆍ시트(sheet)ㆍ스트립(strip)ㆍ타일(어떤 모양이라도 상관없다)ㆍ솔리드실린더(solid cylinder)(디스크를 포함한다)
4504900000,4504.90,기타 원자재,기타 원자재 : 기타
4601211000,4601.21,기타 비내구성 생활용품,기타 비내구성 생활용품 : 매트류
4601212000,4601.21,기타 비내구성 생활용품,기타 비내구성 생활용품 : 발
4601220000,4601.22,기타 비내구성 생활용품,기타 비내구성 생활용품 : 등나무로 만든 것
4601290000,4601.29,기타 비내구성 생활용품,기타 비내구성 생활용품 : 기타
4601920000,4601.92,기타 비내구성 생활용품,기타 비내구성 생활용품 : 대나무로 만든 것
4601930000,4601.93,기타 비내구성 생활용품,기타 비내구성 생활용품 : 등나무로 만든 것
4601940000,4601.94,기타 비내구성 생활용품,기타 비내구성 생활용품 : 그 밖의 식물성 재료로 만든 것
4601990000,4601.99,기타 비내구성 생활용품,기타 비내구성 생활용품 : 기타
4602111000,4602.11,목제 생활용품,목제 생활용품 : 바구니
4602119000,4602.11,목제 생활용품,목제 생활용품 : 기타
4602120000,4602.12,목제 생활용품,목제 생활용품 : 등나무로 만든 것
4602191000,4602.19,기타 비내구성 생활용품,기타 비내구성 생활용품 : 골풀제품
4602199000,4602.19,목제 생활용품,목제 생활용품 : 기타
4602900000,4602.90,기타 비내구성 생활용품,기타 비내구성 생활용품 : 기타
4701001000,4701.00,펄프,펄프 : 표백하지 않은 것
4701002000,4701.00,펄프,펄프 : 반표백하거나 표백한 것
4702000000,4702.00,펄프,펄프 : 화학목재펄프(용해용으로 한정한다)
4703110000,4703.11,펄프,펄프 : 침엽수류로 만든 것
4703190000,4703.19,펄프,펄프 : 활엽수류로 만든 것
4703211000,4703.21,펄프,펄프 : 반표백한 것
4703212000,4703.21,펄프,펄프 : 표백한 것
4703291000,4703.29,펄프,펄프 : 반표백한 것
4703292000,4703.29,펄프,펄프 : 표백한 것
4704110000,4704.11,펄프,펄프 : 침엽수류로 만든 것
4704190000,4704.19,펄프,펄프 : 활엽수류로 만든 것
4704210000,4704.21,펄프,펄프 : 침엽수류로 만든 것
4704290000,4704.29,펄프,펄프 : 활엽수류로 만든 것
4705000000,4705.00,펄프,펄프 : 기계펄프공정과 화학펄프공정을 결합하여 얻은 목재펄프
4706100000,4706.10,펄프,펄프 : 면 린터 펄프(cotton linters pulp)
4706200000,4706.20,펄프,펄프 : 회수한 종이나 판지[웨이스트(waste)와 스크랩(scrap)]에서 뽑아낸 섬유펄프
4706300000,4706.30,펄프,펄프 : 기타(대나무로 만든 것으로 한정한다)
4706911000,4706.91,펄프,펄프 : 표백하지 않은 것
4706912000,4706.91,펄프,펄프 : 반표백하거나 표백한 것
4706921000,4706.92,펄프,펄프 : 표백하지 않은 것
4706922000,4706.92,펄프,펄프 : 반표백하거나 표백한 것
4706931000,4706.93,펄프,펄프 : 표백하지 않은 것
4706932000,4706.93,펄프,펄프 : 반표백하거나 표백한 것
4707100000,4707.10,고지,고지 : 표백하지 않은 크라프트지ㆍ판지나 물결 모양의 종이ㆍ판지로 만든 것
4707200000,4707.20,고지,고지 : 주로 표백화학펄프로 된 그 밖의 종이나 판지(전체를 착색하지 않은 것으로 한정한다)
4707300000,4707.30,고지,"고지 : 주로 기계펄프로 만들어진 종이나 판지(예: 신문, 잡지, 이와 유사한 인쇄물)"
4707900000,4707.90,고지,고지 : 기타[선별하지 않은 웨이스트(waste)와 스크랩(scrap)을 포함한다]
4801000000,4801.00,신문용지,신문용지 : 신문용지(롤 모양이나 시트 모양으로 한정한다)
4802100000,4802.10,기타 종이제품,기타 종이제품 : 수제(手製) 종이와 판지
4802200000,4802.20,기타 종이제품,기타 종이제품 : 사진 감광성ㆍ열 감응성ㆍ전자 감광성 종이나 판지의 기본 재료로 사용되는 종이와 판지
4802400000,4802.40,벽지,벽지 : 벽지용 원지(原紙)
4802541000,4802.54,, : 인디아지(india paper)
4802541010,4802.54,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802541090,4802.54,인쇄용지,인쇄용지 : 기타
4802549000,4802.54,, : 기타
4802549010,4802.54,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802549090,4802.54,인쇄용지,인쇄용지 : 기타
4802551000,4802.55,, : 인쇄용ㆍ필기용 종이와 판지
4802551010,4802.55,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802551020,4802.55,인쇄용지,인쇄용지 : 복사용지
4802551030,4802.55,인쇄용지,인쇄용지 : 전산용지와 폼용지 (컴퓨터용지와 지로용지를 포함한다)
4802551090,4802.55,인쇄용지,인쇄용지 : 기타
4802559000,4802.55,, : 기타
4802559010,4802.55,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802559090,4802.55,기타 종이제품,기타 종이제품 : 기타
4802561000,4802.56,, : 인쇄용ㆍ필기용 종이와 판지
4802561010,4802.56,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802561020,4802.56,인쇄용지,인쇄용지 : 복사용지
4802561090,4802.56,인쇄용지,인쇄용지 : 기타
4802569000,4802.56,, : 기타
4802569010,4802.56,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802569090,4802.56,기타 종이제품,기타 종이제품 : 기타
4802571000,4802.57,, : 인쇄용ㆍ필기용 종이와 판지
4802571010,4802.57,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802571020,4802.57,인쇄용지,인쇄용지 : 복사용지
4802571090,4802.57,인쇄용지,인쇄용지 : 기타
4802579000,4802.57,, : 기타
4802579010,4802.57,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802579090,4802.57,기타 종이제품,기타 종이제품 : 기타
4802581000,4802.58,, : 인쇄용ㆍ필기용 종이와 판지
4802581010,4802.58,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802581090,4802.58,인쇄용지,인쇄용지 : 기타
4802582000,4802.58,, : 통계기계 카드용 종이와 판지
4802582010,4802.58,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802582090,4802.58,기타 종이제품,기타 종이제품 : 기타
4802589000,4802.58,, : 기타
4802589010,4802.58,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802589090,4802.58,기타 종이제품,기타 종이제품 : 기타
4802611000,4802.61,, : 인쇄용ㆍ필기용 종이와 판지
4802611010,4802.61,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802611090,4802.61,인쇄용지,인쇄용지 : 기타
4802619000,4802.61,, : 기타
4802619010,4802.61,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802619090,4802.61,기타 종이제품,기타 종이제품 : 기타
4802621000,4802.62,, : 인쇄용ㆍ필기용 종이와 판지
4802621010,4802.62,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802621020,4802.62,인쇄용지,인쇄용지 : 복사용지
4802621090,4802.62,인쇄용지,인쇄용지 : 기타
4802629000,4802.62,, : 기타
4802629010,4802.62,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802629090,4802.62,기타 종이제품,기타 종이제품 : 기타
4802691000,4802.69,, : 인쇄용ㆍ필기용 종이와 판지
4802691010,4802.69,인쇄용지,인쇄용지 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802691020,4802.69,인쇄용지,인쇄용지 : 복사용지
4802691090,4802.69,인쇄용지,인쇄용지 : 기타
4802699000,4802.69,, : 기타
4802699010,4802.69,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4802699090,4802.69,기타 종이제품,기타 종이제품 : 기타
4803001000,4803.00,화장지가정용 제외,화장지가정용 제외 : 화장지ㆍ안면용 티슈용 원지
4803002000,4803.00,화장지가정용 제외,화장지가정용 제외 : 셀룰로오스워딩과 셀룰로오스섬유의 웹(web)
4803009000,4803.00,화장지가정용 제외,화장지가정용 제외 : 기타
4804110000,4804.11,기타 종이제품,기타 종이제품 : 표백하지 않은 것
4804190000,4804.19,기타 종이제품,기타 종이제품 : 기타
4804210000,4804.21,기타 종이제품,기타 종이제품 : 표백하지 않은 것
4804290000,4804.29,기타 종이제품,기타 종이제품 : 기타
4804311000,4804.31,기타 종이제품,기타 종이제품 : 전기절연지와 판지
4804312000,4804.31,기타 종이제품,기타 종이제품 : 콘덴서지와 판지
4804313000,4804.31,기타 종이제품,기타 종이제품 : 포장지와 판지
4804319000,4804.31,기타 종이제품,기타 종이제품 : 기타
4804391000,4804.39,기타 종이제품,기타 종이제품 : 전기절연지와 판지
4804392000,4804.39,기타 종이제품,기타 종이제품 : 콘덴서지와 판지
4804393000,4804.39,기타 종이제품,기타 종이제품 : 포장지와 판지
4804399000,4804.39,기타 종이제품,기타 종이제품 : 기타
4804412000,4804.41,기타 종이제품,기타 종이제품 : 중량이 1제곱미터당 200그램 미만인 것
4804419000,4804.41,기타 종이제품,기타 종이제품 : 기타
4804421000,4804.42,기타 종이제품,기타 종이제품 : 중량이 1제곱미터당 200그램 미만인 것
4804429000,4804.42,기타 종이제품,기타 종이제품 : 기타
4804491000,4804.49,기타 종이제품,기타 종이제품 : 중량이 1제곱미터당 200그램 미만인 것
4804499000,4804.49,기타 종이제품,기타 종이제품 : 기타
4804510000,4804.51,기타 종이제품,기타 종이제품 : 표백하지 않은 것
4804523000,4804.52,기타 종이제품,기타 종이제품 : 쟁반ㆍ접시ㆍ플레이트ㆍ컵 원지와 이와 유사한 것
4804529000,4804.52,기타 종이제품,기타 종이제품 : 기타
4804590000,4804.59,기타 종이제품,기타 종이제품 : 기타
4805110000,4805.11,기타 종이제품,기타 종이제품 : 반화학 플루팅지(fluting paper)
4805120000,4805.12,기타 종이제품,기타 종이제품 : 스트로 플루팅지(straw fluting paper)
4805190000,4805.19,기타 종이제품,기타 종이제품 : 기타
4805241000,4805.24,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4805249000,4805.24,기타 종이제품,기타 종이제품 : 기타
4805251000,4805.25,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4805259000,4805.25,기타 종이제품,기타 종이제품 : 기타
4805300000,4805.30,기타 종이제품,기타 종이제품 : 아황산포장지
4805400000,4805.40,기타 종이제품,기타 종이제품 : 여과지와 판지
4805500000,4805.50,기타 종이제품,기타 종이제품 : 펠트지와 판지
4805911000,4805.91,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4805919000,4805.91,, : 기타
4805919010,4805.91,기타 종이제품,기타 종이제품 : 콘덴서지와 판지
4805919090,4805.91,기타 종이제품,기타 종이제품 : 기타
4805921000,4805.92,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4805929000,4805.92,기타 종이제품,기타 종이제품 : 기타
4805931000,4805.93,기타 종이제품,기타 종이제품 : 여러 층의 종이와 판지로서 각 층을 표백한 것
4805939000,4805.93,기타 종이제품,기타 종이제품 : 기타
4806100000,4806.10,기타 종이제품,기타 종이제품 : 황산지
4806200000,4806.20,기타 종이제품,기타 종이제품 : 내지지(耐脂紙)
4806300000,4806.30,기타 종이제품,기타 종이제품 : 트레이싱지(tracing paper)
4806401000,4806.40,기타 종이제품,기타 종이제품 : 글라신지(glassine paper)
4806409000,4806.40,기타 종이제품,기타 종이제품 : 기타
4807000000,4807.00,기타 종이제품,"기타 종이제품 : 겹붙인 종이와 판지[접착제로 겹붙인 것으로서 롤 모양이나 시트(sheet) 모양으로 한정하며, 표면을 도포하거나 침투시킨 것은 제외하고, 내면을 보강했는지에 상관없다]"
4808100000,4808.10,기타 종이제품,기타 종이제품 : 물결 모양의 종이와 판지(구멍을 뚫었는지에 상관없다)
4808401000,4808.40,기타 종이제품,기타 종이제품 : 자루(sack)용
4808409000,4808.40,기타 종이제품,기타 종이제품 : 기타
4808900000,4808.90,기타 종이제품,기타 종이제품 : 기타
4809201000,4809.20,기타 종이제품,기타 종이제품 : 한 겹의 것
4809202000,4809.20,기타 종이제품,기타 종이제품 : 두 겹 이상의 것
4809901000,4809.90,인쇄용지,인쇄용지 : 전사지
4809902000,4809.90,, : 감열기록지
4809902010,4809.90,인쇄용지,인쇄용지 : 제곱미터당 중량이 65그램 이상의 것
4809902090,4809.90,인쇄용지,인쇄용지 : 기타
4809904000,4809.90,인쇄용지,인쇄용지 : 카본지나 이와 유사한 복사지
4809909000,4809.90,인쇄용지,인쇄용지 : 기타
4810131000,4810.13,인쇄용지,인쇄용지 : 인쇄용ㆍ필기용 종이와 판지
4810139000,4810.13,기타 종이제품,기타 종이제품 : 기타
4810140000,4810.14,인쇄용지,"인쇄용지 : 시트(sheet) 모양인 것으로서 접지 않은 상태에서 한 변이 435밀리미터 이하이고, 다른 한 변은 297밀리미터 이하인 것"
4810191000,4810.19,인쇄용지,인쇄용지 : 인쇄용ㆍ필기용 종이와 판지
4810199000,4810.19,기타 종이제품,기타 종이제품 : 기타
4810220000,4810.22,인쇄용지,인쇄용지 : 경량(輕量)의 도포한 종이
4810290000,4810.29,기타 종이제품,기타 종이제품 : 기타
4810319000,4810.31,기타 종이제품,기타 종이제품 : 기타
4810321000,4810.32,기타 종이제품,기타 종이제품 : 카톤(carton)용 원지(화장품ㆍ의약품ㆍ담배의 포장용과 이와 유사한 것을 포함한다)
4810322000,4810.32,기타 종이제품,기타 종이제품 : 쟁반ㆍ접시ㆍ플레이트ㆍ컵 원지와 이와 유사한 것
4810329000,4810.32,기타 종이제품,기타 종이제품 : 기타
4810390000,4810.39,기타 종이제품,기타 종이제품 : 기타
4810921000,4810.92,, : 백판지
4810921010,4810.92,기타 종이제품,기타 종이제품 : 제곱미터당 중량이 250그램 이하인 것
4810921090,4810.92,기타 종이제품,기타 종이제품 : 기타
4810929000,4810.92,기타 종이제품,기타 종이제품 : 기타
4810992000,4810.99,기타 종이제품,기타 종이제품 : 여과지
4810999000,4810.99,기타 종이제품,기타 종이제품 : 기타
4811100000,4811.10,기타 종이제품,기타 종이제품 : 타르ㆍ역청물질ㆍ아스팔트 처리를 한 종이와 판지
4811410000,4811.41,기타 종이제품,기타 종이제품 : 셀프접착지
4811490000,4811.49,기타 종이제품,기타 종이제품 : 기타
4811511000,4811.51,기타 종이제품,기타 종이제품 : 1제곱미터당 중량이 150그램을 초과하며 265그램 이하인 것
4811519000,4811.51,, : 기타
4811519010,4811.51,," : 폭이 15센티미터를 초과하는 롤 모양인 것과 접지 않은 상태에서 한 변이 36센티미터를 초과하며, 다른 한 변은 15센티미터를 초과하는 직사각형(정사각형을 포함한다)의 시트(sheet) 모양인 것"
4811519011,4811.51,기타 종이제품,기타 종이제품 : 종이나 판지를 기본 재료로 한 바닥깔개
4811519019,4811.51,기타 종이제품,기타 종이제품 : 기타
4811519090,4811.51,기타 종이제품,기타 종이제품 : 기타
4811590000,4811.59,기타 종이제품,기타 종이제품 : 기타
4811600000,4811.60,기타 종이제품,기타 종이제품 : 왁스ㆍ파라핀왁스ㆍ스테아린(stearin)ㆍ기름ㆍ글리세롤을 도포하거나 침투시키거나 피복한 종이와 판지
4811901000,4811.90,기타 종이제품,기타 종이제품 : 그 밖의 종이와 판지
4811902000,4811.90,," : 셀룰로오스워딩, 셀룰로오스섬유의 웹(web)"
4811902010,4811.90,기타 종이제품,기타 종이제품 : 셀룰로오스워딩
4811902090,4811.90,기타 종이제품,기타 종이제품 : 기타
4812000000,4812.00,기타 종이제품,"기타 종이제품 : 제지용 펄프로 만든 필터블록, 필터슬래브, 필터플레이트"
4813100000,4813.10,기타 종이제품,기타 종이제품 : 소책자 모양이나 튜브 모양인 것
4813200000,4813.20,기타 종이제품,기타 종이제품 : 폭이 5센티미터 이하인 롤 모양인 것
4813900000,4813.90,기타 종이제품,기타 종이제품 : 기타
4814201000,4814.20,벽지,벽지 : 벽지
4814209000,4814.20,벽지,벽지 : 기타
4814901000,4814.90,, : 벽지 및 이와 유사한 벽 피복재(지제의 표면에 조물재료를 피복한 것에 한하며 이들을 서로 평행히 연결하거나 직조한 것인지에 상관없다)
4814901010,4814.90,기타 종이제품,기타 종이제품 : 갈포섬유로 만든 것
4814901090,4814.90,기타 종이제품,기타 종이제품 : 기타
4814909000,4814.90,벽지,벽지 : 기타
4816200000,4816.20,기타 종이제품,기타 종이제품 : 셀프복사지
4816901000,4816.90,기타 종이제품,기타 종이제품 : 전사지
4816902000,4816.90,, : 감열기록지
4816902010,4816.90,인쇄용지,인쇄용지 : 제곱미터당 중량이 65그램 이상인 것
4816902090,4816.90,인쇄용지,인쇄용지 : 기타
4816903000,4816.90,기타 종이제품,기타 종이제품 : 인쇄용 제판용지
4816904000,4816.90,인쇄용지,인쇄용지 : 카본지나 이와 유사한 복사지
4816905000,4816.90,기타 종이제품,기타 종이제품 : 등사원지
4816909000,4816.90,인쇄용지,인쇄용지 : 기타
4817100000,4817.10,문구류,문구류 : 봉투
4817200000,4817.20,문구류,문구류 : 봉함엽서ㆍ우편엽서ㆍ통신용카드
4817300000,4817.30,문구류,문구류 : 종이나 판지로 만든 상자ㆍ파우치ㆍ지갑ㆍ필기첩(안에 종이로 만든 문구류가 있는 것으로 한정한다)
4818100000,4818.10,"종이제 생활용품가정용 화장지, 패드, 냅킨","종이제 생활용품가정용 화장지, 패드, 냅킨 : 화장지"
4818200000,4818.20,"종이제 생활용품가정용 화장지, 패드, 냅킨","종이제 생활용품가정용 화장지, 패드, 냅킨 : 손수건ㆍ클렌징티슈ㆍ안면용 화장지ㆍ타월"
4818300000,4818.30,기타 종이제품,기타 종이제품 : 책상보와 서비에트(serviette)
4818500000,4818.50,기타 종이제품,기타 종이제품 : 의류와 의류 부속품
4818900000,4818.90,기타 종이제품,기타 종이제품 : 기타
